Date,ID,Latitude,Longitude,y_proj,x_proj,SM1,P1,SM2,P2,SM3,P3,SM4,P4,SM5,P5,SM6,P6,SM7,P7,Average,SD
6/27/13,HF23,42.43724995,-76.26420303,4699098.627,396020.917,25,0.95,26,0.97,25,0.96,NA,NA,NA,NA,NA,NA,NA,NA,25.33333333,0.577350269
7/18/13,HF23,42.43724995,-76.26420303,4699098.627,396020.917,26,0.95,30,0.98,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,27.66666667,2.081665999
8/15/13,HF23,42.43724995,-76.26420303,4699098.627,396020.917,41,1.04,46,1.06,42,1.05,NA,NA,NA,NA,NA,NA,NA,NA,43,2.645751311
10/26/13,HF23,42.43724995,-76.26420303,4699098.627,396020.917,45,1.06,55,1.11,46,1.07,47,1.07,NA,NA,NA,NA,NA,NA,48.66666667,4.573474245
8/23/12,HF24,42.43728851,-76.26427738,4699103,396014.8655,11,0.86,13,0.87,14,0.88,12,0.86,NA,NA,NA,NA,NA,NA,12.5,1.290994449
9/19/12,HF24,42.43728851,-76.26427738,4699103,396014.8655,16,0.89,25,0.95,19,0.91,NA,NA,NA,NA,NA,NA,NA,NA,20,4.582575695
10/24/12,HF24,42.43728851,-76.26427738,4699103,396014.8655,34,1,30,0.98,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,31,2.645751311
11/9/12,HF24,42.43728851,-76.26427738,4699103,396014.8655,34,1,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,0.707106781
11/16/12,HF24,42.43728851,-76.26427738,4699103,396014.8655,36,1.01,34,1,31,0.98,NA,NA,NA,NA,NA,NA,NA,NA,33.666667,2.516611478
11/30/12,HF24,42.43728851,-76.26427738,4699103,396014.8655,37,1.02,36,1.01,35,1,NA,NA,NA,NA,NA,NA,NA,NA,36,1
4/19/13,HF24,42.43728851,-76.26427738,4699103,396014.87,30,0.98,32,0.99,33,0.99,NA,NA,NA,NA,NA,NA,NA,NA,31.66666667,1.527525232
5/16/13,HF24,42.43728851,-76.26427738,4699103,396014.87,14,0.87,12,0.86,16,0.89,NA,NA,NA,NA,NA,NA,NA,NA,14,2
6/27/13,HF24,42.43728851,-76.26427738,4699103,396014.8655,17,0.9,17,0.89,14,0.88,NA,NA,NA,NA,NA,NA,NA,NA,16,1.732050808
8/15/13,HF24,42.43728851,-76.26427738,4699103,396014.8655,26,0.95,30,0.98,26,0.96,NA,NA,NA,NA,NA,NA,NA,NA,27.33333333,2.309401077
10/26/13,HF24,42.43728851,-76.26427738,4699103,396014.8655,30,0.98,37,1.02,40,1.03,36,1.01,NA,NA,NA,NA,NA,NA,35.66666667,4.193248542
8/23/12,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,14,0.87,15,0.88,15,0.89,NA,NA,NA,NA,NA,NA,NA,NA,14.666667,0.577350269
9/19/12,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,35,1,39,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2.828427125
10/24/12,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,31,0.98,33,1,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,33.333333,2.516611478
11/9/12,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,35,1.01,37,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1.414213562
11/16/12,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,33,1,31,0.98,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,33.333333,2.516611478
11/30/12,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,40,1.03,41,1.03,37,1.03,37,1.02,NA,NA,NA,NA,NA,NA,38.75,2.061552813
4/19/13,HF25,42.43755581,-76.26311515,4699131.26,396110.9,34,1,36,1.01,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,34,2
5/16/13,HF25,42.43755581,-76.26311515,4699131.26,396110.9,17,0.9,15,0.88,14,0.88,NA,NA,NA,NA,NA,NA,NA,NA,15.33333333,1.527525232
6/27/13,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,22,0.93,15,0.89,17,0.9,NA,NA,NA,NA,NA,NA,NA,NA,18,3.605551275
7/18/13,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,16,0.89,16,0.89,21,0.92,15,0.88,NA,NA,NA,NA,NA,NA,17,2.708012802
8/15/13,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,26,0.95,33,1,37,1.02,25,0.95,NA,NA,NA,NA,NA,NA,30.25,5.737304826
10/26/13,HF25,42.43755581,-76.26311515,4699131.258,396110.9005,37,1.02,40,1.03,42,1.05,NA,NA,NA,NA,NA,NA,NA,NA,39.66666667,2.516611478
8/23/12,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,66,1.16,64,1.15,66,1.16,65,1.16,NA,NA,NA,NA,NA,NA,65.25,0.957427108
9/6/12,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,60,1.14,59,1.13,63,1.15,NA,NA,NA,NA,NA,NA,NA,NA,60.666667,2.081665999
9/19/12,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,80,1.22,72,1.19,79,1.22,NA,NA,NA,NA,NA,NA,NA,NA,77,4.358898944
11/2/12,HF26,42.43662701,-76.25950699,4699023.711,396406.1405,82,1.23,84,1.24,82,1.23,NA,NA,NA,NA,NA,NA,NA,NA,82.666667,1.154700538
11/9/12,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,83,1.24,83,1.23,85,1.24,86,1.25,NA,NA,NA,NA,NA,NA,84.25,1.5
11/16/12,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,82,1.23,83,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5,0.707106781
11/30/12,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,87,1.25,84,1.24,87,1.25,NA,NA,NA,NA,NA,NA,NA,NA,86,1.732050808
5/16/13,HF26,42.43662701,-76.2595069,4699023.72,396406.15,87,1.25,90,1.26,87,1.25,NA,NA,NA,NA,NA,NA,NA,NA,88,1.732050808
6/27/13,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,86,1.25,79,1.22,76,0.96,NA,NA,NA,NA,NA,NA,NA,NA,80.33333333,5.131601439
7/18/13,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,95,1.28,89,1.26,90,1.27,NA,NA,NA,NA,NA,NA,NA,NA,91.33333333,3.214550254
8/15/13,HF26,42.43662701,-76.2595069,4699023.715,396406.1477,85,1.24,77,1.21,76,1.21,NA,NA,NA,NA,NA,NA,NA,NA,79.33333333,4.932882862
8/23/12,HF27,42.43648862,-76.25952979,4699008.376,396404.037,73,1.19,63,1.15,72,1.19,73,1.19,NA,NA,NA,NA,NA,NA,70.25,4.856267428
9/6/12,HF27,42.43648862,-76.25952979,4699008.376,396404.037,64,1.15,66,1.16,64,1.15,NA,NA,NA,NA,NA,NA,NA,NA,64.666667,1.154700538
9/19/12,HF27,42.43648862,-76.25952979,4699008.376,396404.037,67,1.17,64,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,2.121320344
11/2/12,HF27,42.43648863,-76.25952987,4699008.372,396404.0304,74,1.2,67,1.17,67,1.17,NA,NA,NA,NA,NA,NA,NA,NA,69.333333,4.041451884
11/16/12,HF27,42.43648862,-76.25952979,4699008.376,396404.037,72,1.19,80,1.22,78,1.21,NA,NA,NA,NA,NA,NA,NA,NA,76.666667,4.163331999
11/30/12,HF27,42.43648862,-76.25952979,4699008.376,396404.037,61,1.14,67,1.16,82,1.23,82,1.23,NA,NA,NA,NA,NA,NA,73,10.67707825
4/19/13,HF27,42.43648862,-76.25952979,4699008.38,396404.04,70,1.18,69,1.18,75,,NA,NA,NA,NA,NA,NA,NA,NA,71.33333333,3.214550254
5/16/13,HF27,42.43648862,-76.25952979,4699008.38,396404.04,79,1.22,85,1.25\4,87,1.25,NA,NA,NA,NA,NA,NA,NA,NA,83.66666667,4.163331999
6/27/13,HF27,42.43648862,-76.25952979,4699008.376,396404.037,80,1.23,83,1.25,83,1.25,NA,NA,NA,NA,NA,NA,NA,NA,82,1.732050808
7/18/13,HF27,42.43648862,-76.25952979,4699008.376,396404.037,93,1.27,89,1.26,86,1.25,NA,NA,NA,NA,NA,NA,NA,NA,89.33333333,3.511884584
8/15/13,HF27,42.43648862,-76.25952979,4699008.376,396404.037,88,1.26,84,1.24,82,1.23,NA,NA,NA,NA,NA,NA,NA,NA,84.66666667,3.055050463
9/6/12,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,8,0.83,8,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
9/19/12,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,16,0.89,20,0.92,17,0.89,NA,NA,NA,NA,NA,NA,NA,NA,17.666667,2.081665999
11/2/12,HF28,42.43623197,-76.25726215,4698977.109,396590.131,30,0.98,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0
11/9/12,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,24,0.94,22,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1.414213562
11/16/12,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,23,0.94,21,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1.414213562
11/30/12,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,29,0.97,27,0.96,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,27.666667,1.154700538
4/19/13,HF28,42.43623197,-76.25726206,4698977.11,396590.14,26,0.95,21,0.92,24,0.99,NA,NA,NA,NA,NA,NA,NA,NA,23.66666667,2.516611478
5/16/13,HF28,42.43623197,-76.25726206,4698977.11,396590.14,17,0.89,12,0.86,11,0.86,16,0.89,NA,NA,NA,NA,NA,NA,14,2.943920289
6/27/13,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,10,0.85,14,0.88,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12,2
7/18/13,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,9,0.84,7,0.83,11,0.85,NA,NA,NA,NA,NA,NA,NA,NA,9,2
8/15/13,HF28,42.43623197,-76.25726206,4698977.113,396590.1381,23,0.94,23,0.94,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,23.66666667,1.154700538
9/6/12,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,15,0.89,15,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0
11/2/12,HF29,42.43611999,-76.2572707,4698964.685,396589.2436,41,1.04,44,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,2.121320344
11/9/12,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,37,1.02,32,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,3.535533906
11/16/12,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,35,1,39,1.03,39,1.03,NA,NA,NA,NA,NA,NA,NA,NA,37.666667,2.309401077
11/30/12,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,32,0.99,35,1.01,35,1.01,NA,NA,NA,NA,NA,NA,NA,NA,34,1.732050808
4/19/13,HF29,42.43611999,-76.2572707,4698964.69,396589.24,32,0.99,32,0.99,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,31.33333333,1.154700538
5/16/13,HF29,42.43611999,-76.2572707,4698964.69,396589.24,21,0.92,19,0.91,18,0.91,NA,NA,NA,NA,NA,NA,NA,NA,19.33333333,1.527525232
6/27/13,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,17,0.9,17,0.9,15,0.89,NA,NA,NA,NA,NA,NA,NA,NA,16.33333333,1.154700538
7/18/13,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,13,0.87,14,0.88,13,0.87,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,0.577350269
8/15/13,HF29,42.43611999,-76.2572707,4698964.69,396589.2433,32,0.99,31,0.98,33,0.99,NA,NA,NA,NA,NA,NA,NA,NA,32,1
9/6/12,HF30,42.43613533,-76.25760061,4698966.795,396562.133,13,0.87,10,0.85,10,0.85,NA,NA,NA,NA,NA,NA,NA,NA,11,1.732050808
11/2/12,HF30,42.43613541,-76.25760069,4698966.799,396562.1264,33,1,31,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1.414213562
11/9/12,HF30,42.43613533,-76.25760061,4698966.795,396562.133,28,0.97,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,0.707106781
11/16/12,HF30,42.43613533,-76.25760061,4698966.795,396562.133,28,0.97,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1.414213562
11/30/12,HF30,42.43613533,-76.25760061,4698966.795,396562.133,28,0.97,29,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,0.707106781
4/19/13,HF30,42.43613533,-76.25760061,4698966.8,396562.13,26,0.95,28,0.97,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,26.33333333,1.527525232
5/16/13,HF30,42.43613533,-76.25760061,4698966.8,396562.13,16,0.89,20,0.92,18,0.9,NA,NA,NA,NA,NA,NA,NA,NA,18,2
6/27/13,HF30,42.43613533,-76.25760061,4698966.795,396562.133,15,0.89,17,0.89,12,0.87,NA,NA,NA,NA,NA,NA,NA,NA,14.66666667,2.516611478
7/18/13,HF30,42.43613533,-76.25760061,4698966.795,396562.133,12,0.86,12,0.86,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12,0
8/15/13,HF30,42.43613533,-76.25760061,4698966.795,396562.133,28,0.96,25,0.95,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,1.527525232
9/6/12,HF31,42.42193479,-76.25281932,4697384.158,396932.1356,6,0.82,4,0.8,6,0.82,NA,NA,NA,NA,NA,NA,NA,NA,5.333333,1.154700538
6/27/13,HF31,42.42193479,-76.25281932,4697384.158,396932.1356,11,0.85,12,0.86,16,0.96,NA,NA,NA,NA,NA,NA,NA,NA,13,2.645751311
7/18/13,HF31,42.42193479,-76.25281932,4697384.158,396932.1356,14,0.88,16,0.89,14,0.89,NA,NA,NA,NA,NA,NA,NA,NA,14.66666667,1.154700538
9/6/12,HF32,42.42203856,-76.24912919,4697391.209,397235.8922,16,0.89,18,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1.414213562
6/27/13,HF32,42.42203856,-76.24912919,4697391.209,397235.8922,16,0.89,,,,,NA,NA,NA,NA,NA,NA,NA,NA,16,#DIV/0!
6/27/13,HF32,42.42203856,-76.24912919,4697391.209,397235.8922,19,0.91,22,0.93,20,0.92,NA,NA,NA,NA,NA,NA,NA,NA,20.33333333,1.527525232
7/18/13,HF32,42.42203856,-76.24912919,4697391.209,397235.8922,23,0.94,21,0.92,20,0.92,NA,NA,NA,NA,NA,NA,NA,NA,21.33333333,1.527525232
9/6/12,HF33,42.42332384,-76.2447965,4697528.691,397594.4342,8,0.83,8,0.84,8,0.83,NA,NA,NA,NA,NA,NA,NA,NA,8,0
9/19/12,HF33,42.42332384,-76.2447965,4697528.691,397594.4342,17,0.9,16,0.89,15,0.88,NA,NA,NA,NA,NA,NA,NA,NA,16,1
11/2/12,HF33,42.42332384,-76.2447965,4697528.687,397594.4345,26,0.95,21,0.93,23,0.94,NA,NA,NA,NA,NA,NA,NA,NA,23.333333,2.516611478
11/9/12,HF33,42.42332384,-76.2447965,4697528.691,397594.4342,17,0.9,23,0.93,16,0.89,NA,NA,NA,NA,NA,NA,NA,NA,18.666667,3.785938897
11/30/12,HF33,42.42332384,-76.2447965,4697528.691,397594.4342,14,0.88,14,0.88,19,0.91,15,0.88,NA,NA,NA,NA,NA,NA,15.5,2.380476143
4/19/13,HF33,42.42332384,-76.2447965,4697528.69,397594.43,20,0.92,19,0.91,27,0.96,28,0.97,19,0.91,NA,NA,NA,NA,22.6,4.50555213
7/18/13,HF33,42.42332384,-76.2447965,4697528.691,397594.4342,7,0.82,7,0.82,6,0.82,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.577350269
8/15/13,HF33,42.42332384,-76.2447965,4697528.691,397594.4342,22,0.93,23,0.94,20,0.92,NA,NA,NA,NA,NA,NA,NA,NA,21.66666667,1.527525232
9/6/12,HF34,42.43361858,-76.24953898,4698677.545,397221.101,7,0.82,10,0.84,7,0.83,NA,NA,NA,NA,NA,NA,NA,NA,8,1.732050808
5/16/13,HF34,42.43361858,-76.24953898,4698677.55,397221.1,12,0.86,8,0.83,9,0.84,NA,NA,NA,NA,NA,NA,NA,NA,9.666666667,2.081665999
6/27/13,HF34,42.43361858,-76.24953898,4698677.545,397221.101,2,0.81,4,0.83,4,0.96,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,1.154700538
7/18/13,HF34,42.43361858,-76.24953898,4698677.545,397221.101,8,0.84,10,0.84,8,0.83,NA,NA,NA,NA,NA,NA,NA,NA,8.666666667,1.154700538
8/15/13,HF34,42.43361858,-76.24953898,4698677.545,397221.101,22,0.93,19,0.91,18,0.9,NA,NA,NA,NA,NA,NA,NA,NA,19.66666667,2.081665999
10/26/13,HF34,42.43361858,-76.24953898,4698677.545,397221.101,13,0.87,12,0.86,14,0.88,NA,NA,NA,NA,NA,NA,NA,NA,13,1
11/9/12,HF340,42.4372435,-76.26575134,4699098.202,395893.832,80,1.22,71,1.19,80,1.22,NA,NA,NA,NA,NA,NA,NA,NA,77,5.196152423
11/16/12,HF340,42.4372435,-76.26575134,4699098.202,395893.832,77,1.21,77,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0
11/30/12,HF340,42.4372435,-76.26575134,4699098.202,395893.832,69,1.18,65,1.16,62,1.15,NA,NA,NA,NA,NA,NA,NA,NA,65.333333,3.511884584
5/16/13,HF340,42.4372435,-76.26575134,4699098.2,395893.83,43,1.05,42,1.04,44,1.05,NA,NA,NA,NA,NA,NA,NA,NA,43,1
6/27/13,HF340,42.4372435,-76.26575134,4699098.202,395893.832,32,0.99,30,0.98,29,0.96,NA,NA,NA,NA,NA,NA,NA,NA,30.33333333,1.527525232
7/18/13,HF340,42.4372435,-76.26575134,4699098.202,395893.832,54,1.1,63,1.15,54,1.1,61,1.14,63,1.15,NA,NA,NA,NA,59,4.636809248
8/15/13,HF340,42.4372435,-76.26575134,4699098.202,395893.832,70,1.18,67,1.16,70,1.18,NA,NA,NA,NA,NA,NA,NA,NA,69,1.732050808
10/26/13,HF340,42.4372435,-76.26575134,4699098.202,395893.832,60,1.13,61,1.14,65,1.16,NA,NA,NA,NA,NA,NA,NA,NA,62,2.645751311
11/16/12,HF341,42.43569905,-76.25687792,4698917.47,396620.8581,45,1.06,37,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,5.656854249
11/30/12,HF341,42.43569905,-76.25687792,4698917.47,396620.8581,35,1.01,32,0.99,33,1,32,0.99,NA,NA,NA,NA,NA,NA,33,1.414213562
4/19/13,HF341,42.43569905,-76.25687792,4698917.47,396620.86,34,1,31,0.98,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,32.33333333,1.527525232
6/27/13,HF341,42.43569905,-76.25687792,4698917.47,396620.8581,18,0.9,21,0.92,19,0.96,NA,NA,NA,NA,NA,NA,NA,NA,19.33333333,1.527525232
7/18/13,HF341,42.43569905,-76.25687792,4698917.47,396620.8581,10,0.85,11,0.86,13,0.87,NA,NA,NA,NA,NA,NA,NA,NA,11.33333333,1.527525232
8/15/13,HF341,42.43569905,-76.25687792,4698917.47,396620.8581,30,0.98,30,0.98,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,29,1.732050808
9/6/12,HF35,42.44306666,-76.25470952,4699732.93,396811.3049,41,1.04,54,1.11,53,1.1,37,1.02,51,1.09,NA,NA,NA,NA,47.2,7.694153625
9/19/12,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,21,0.93,24,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,2.121320344
11/2/12,HF36,42.43577826,-76.25751955,4698927.042,396568.2126,37,1.02,41,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2.828427125
11/9/12,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,30,0.98,31,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,0.707106781
11/16/12,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,28,0.97,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,0.707106781
11/30/12,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,30,0.98,25,0.95,28,0.97,NA,NA,NA,NA,NA,NA,NA,NA,27.666667,2.516611478
4/19/13,HF36,42.43577817,-76.25751947,4698927.04,396568.22,24,0.94,25,0.95,28,0.96,NA,NA,NA,NA,NA,NA,NA,NA,25.66666667,2.081665999
5/16/13,HF36,42.43577817,-76.25751947,4698927.04,396568.22,13,0.87,19,0.91,19,0.91,14,0.88,NA,NA,NA,NA,NA,NA,16.25,3.201562119
6/27/13,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,13,0.87,11,0.86,11,0.96,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,1.154700538
7/18/13,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,14,0.88,11,0.86,11,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12,1.732050808
8/15/13,HF36,42.43577817,-76.25751947,4698927.037,396568.2194,24,0.94,25,0.95,29,0.92,NA,NA,NA,NA,NA,NA,NA,NA,26,2.645751311
9/6/12,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,18,0.9,19,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,0.707106781
9/19/12,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,34,1,31,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,2.121320344
11/2/12,HF37,42.4360215,-76.25706123,4698953.494,396606.3104,42,1.04,48,1.08,44,1.05,NA,NA,NA,NA,NA,NA,NA,NA,44.666667,3.055050463
11/9/12,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,37,1.02,36,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,0.707106781
11/30/12,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,34,1,33,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,0.707106781
5/16/13,HF37,42.43602142,-76.25706123,4698953.49,396606.31,18,0.9,20,0.92,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,21,3.605551275
6/27/13,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,12,0.86,15,0.89,17,0.9,NA,NA,NA,NA,NA,NA,NA,NA,14.66666667,2.516611478
7/18/13,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,15,0.88,12,0.86,10,0.85,11,0.86,NA,NA,NA,NA,NA,NA,12,2.160246899
8/15/13,HF37,42.43602142,-76.25706123,4698953.489,396606.3105,32,0.99,33,1,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,31.33333333,2.081665999
9/19/12,HF38,42.43615268,-76.25726969,4698968.318,396589.3802,31,0.98,33,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1.414213562
11/2/12,HF38,42.43615268,-76.25726969,4698968.313,396589.3801,47,1.07,44,1.06,42,1.02,NA,NA,NA,NA,NA,NA,NA,NA,44.333333,2.516611478
11/16/12,HF38,42.43615268,-76.25726969,4698968.318,396589.3802,32,0.99,30,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1.414213562
5/16/13,HF38,42.43615268,-76.25726969,4698968.32,396589.38,21,0.92,15,0.88,18,0.9,NA,NA,NA,NA,NA,NA,NA,NA,18,3
6/27/13,HF38,42.43615268,-76.25726969,4698968.318,396589.3802,12,0.87,15,0.89,10,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12.33333333,2.516611478
7/18/13,HF38,42.43615268,-76.25726969,4698968.318,396589.3802,10,0.85,9,0.84,9,0.84,NA,NA,NA,NA,NA,NA,NA,NA,9.333333333,0.577350269
8/15/13,HF38,42.43615268,-76.25726969,4698968.318,396589.3802,23,0.94,26,0.95,24,0.94,NA,NA,NA,NA,NA,NA,NA,NA,24.33333333,1.527525232
9/6/12,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,10,0.85,14,0.87,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12,2
9/19/12,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,25,0.95,24,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,0.707106781
11/2/12,HF39,42.43635728,-76.25686208,4698990.536,396623.2431,36,1.01,31,0.99,32,0.99,NA,NA,NA,NA,NA,NA,NA,NA,33,2.645751311
11/9/12,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,25,0.95,29,0.97,24,0.94,NA,NA,NA,NA,NA,NA,NA,NA,26,2.645751311
11/16/12,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,36,1.01,26,0.96,28,0.97,NA,NA,NA,NA,NA,NA,NA,NA,30,5.291502622
11/30/12,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,29,0.976,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0
4/19/13,HF39,42.4363572,-76.25686208,4698990.53,396623.24,24,0.96,26,0.95,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,25,1
6/27/13,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,17,0.9,15,0.89,17,0.9,NA,NA,NA,NA,NA,NA,NA,NA,16.33333333,1.154700538
7/18/13,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,12,0.86,13,0.87,12,0.86,NA,NA,NA,NA,NA,NA,NA,NA,12.33333333,0.577350269
8/15/13,HF39,42.4363572,-76.25686208,4698990.532,396623.2429,24,0.94,25,0.95,21,0.92,NA,NA,NA,NA,NA,NA,NA,NA,23.33333333,2.081665999
9/19/12,HF40,42.43842015,-76.26267359,4699226.694,396148.6462,32,0.99,34,1.06,27,0.96,NA,NA,NA,NA,NA,NA,NA,NA,31,3.605551275
11/9/12,HF40,42.43842015,-76.26267359,4699226.694,396148.6462,24,0.94,26,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1.414213562
4/19/13,HF40,42.43842015,-76.26267359,4699226.69,396148.65,26,0.95,29,0.97,29,0.97,NA,NA,NA,NA,NA,NA,NA,NA,28,1.732050808
5/16/13,HF40,42.43842015,-76.26267359,4699226.69,396148.65,12,0.86,13,0.87,10,0.85,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,1.527525232
6/27/13,HF40,42.43842015,-76.26267359,4699226.694,396148.6462,19,0.91,14,0.88,14,0.87,17,0.9,NA,NA,NA,NA,NA,NA,16,2.449489743
7/18/13,HF40,42.43842015,-76.26267359,4699226.694,396148.6462,8,0.83,10,0.85,9,0.84,NA,NA,NA,NA,NA,NA,NA,NA,9,1
8/15/13,HF40,42.43842015,-76.26267359,4699226.694,396148.6462,19,0.91,20,0.92,24,0.94,NA,NA,NA,NA,NA,NA,NA,NA,21,2.645751311
10/26/13,HF40,42.43842015,-76.26267359,4699226.694,396148.6462,31,0.98,25,0.95,35,1.01,33,1,NA,NA,NA,NA,NA,NA,30.33333333,4.320493799
9/6/12,HF41,42.43618864,-76.25658849,4698971.482,396645.469,10,0.85,14,0.87,14,0.88,NA,NA,NA,NA,NA,NA,NA,NA,12.666667,2.309401077
9/19/12,HF41,42.43618864,-76.25658849,4698971.482,396645.469,23,0.93,25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1.414213562
